CODESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
39184;ROBERTA MARIA LOPES CHAVES PROFESSORA;GUARULHOS NORTE;GUARULHOS;5,18
39196;HORACIO QUAGLIO PROFESSOR;OSASCO;OSASCO;4,77
39202;ZENAIDE FRANCO DE FARIA MELLO PROFA;MOGI MIRIM;MOGI-GUACU;3,89
39214;MAXIMO RIBEIRO NUNES PROFESSOR;LESTE 5;SAO PAULO;6,04
39226;LUIZ LAZARO ZAMENHOF DR;NORTE 2;SAO PAULO;3,74
39238;LUCIO DE CARVALHO MARQUES PROFESSOR;LESTE 1;SAO PAULO;5,05
39248;QUINTILIANO JOSE SITRANGULO PROF;LESTE 4;SAO PAULO;4
39251;CARLOS HENRIQUE LIBERALLI PROFESSOR;LESTE 3;SAO PAULO;5,7
39263;CHIBATA MIYAKOSHI;LESTE 4;SAO PAULO;4,82
39275;HERMANO RIBEIRO DA SILVA;SUL 1;SAO PAULO;5,95
39287;AYRES NETO DOUTOR;SUL 1;SAO PAULO;4,24
39299;IBRAHIM NOBRE;SUL 1;SAO PAULO;2,54
39305;JOAO ERNESTO DE SOUZA CAMPOS PROFESSOR;SUL 1;SAO PAULO;4,92
39317;FRANCISCO BRASILIENSE FUSCO DOUTOR;SUL 1;SAO PAULO;4,43
39329;HOMERO SILVA;DIADEMA;DIADEMA;4,07
39330;MARIA JOSE MARGATO BROCATTO PROFA;AMERICANA;SANTA BARBARA D'OESTE;3,21
39342;JOSE OSCAR ABREU SAMPAIO;NORTE 1;SAO PAULO;6,56
39354;VICTORIO AMERICO FONTANA PROF;LESTE 4;SAO PAULO;4,4
39366;NELLO LORENZON;LESTE 1;SAO PAULO;3,72
39378;MELVIN JONES;CENTRO SUL;SAO PAULO;4,6
39385;BENEDITO FERREIRA DE ALBUQUERQUE PROF;SUL 3;SAO PAULO;6,28
39391;REGINA MIRANDA BRANT DE CARVALHO PROFA;SUL 3;SAO PAULO;6,91
39408;ELYO FERREIRA DE CASTRO PROFESSOR;SUL 2;SAO PAULO;5,63
39445;OZILDE ALBUQUERQUE PASSARELLA DR;CAIEIRAS;MAIRIPORA;4,76
39457;GERALDO BARBOSA DE ALMEIDA PROF;JACAREI;ARUJA;5,61
39469;SERAPHINA RENZI MARTELLO;GUARULHOS NORTE;GUARULHOS;7,05
39500;LIVIO MARCOS GUERCIA PROFESSOR;DIADEMA;DIADEMA;5,73
39512;OLGA FONSECA PROFESSORA;DIADEMA;DIADEMA;4,01
39524;TRISTAO DE ATHAYDE;DIADEMA;DIADEMA;4,95
39536;JULIO PIGNATARI DOUTOR;SANTO ANDRE;SANTO ANDRE;6,05
39548;VLADIMIR HERZOG JORNALISTA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;3,2
39559;MARIO TROMBINI COMENDADOR;CARAGUATATUBA;CARAGUATATUBA;5,75
39597;BENEDITA FREIRE DE MACEDO DONA;JACAREI;JACAREI;4,2
39639;OLIVIA DO AMARAL SANTOS CANETTIERI PROFA;JACAREI;JACAREI;5,96
39640;FRANCISCO LOPES DE AZEVEDO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;3,66
39652;LAURA AUGUSTA DE CARVALHO ROSAS PROFA;JACAREI;JACAREI;7,6
39664;JOSE MARCONDES DE MATTOS DOUTOR;TAUBATE;TAUBATE;4,45
39676;MALVINA LEITE E SILVA PROFESSORA;TAUBATE;CACAPAVA;6,04
39688;MARIA BENEDITA DE ALMEIDA BAIDA PROFA;BOTUCATU;SAO MANUEL;5,84
39697;MARIA APARECIDA JUSTO SALVADOR PROFA;BOTUCATU;PRATANIA;5,6
39718;ALBERTO PEREIRA PROFESSOR;ITARARE;ITABERA;8,58
39731;CELIA VASQUES FERRARI DUCH PROFESSORA;ITAPEVA;TAQUARIVAI;5,69
39743;HELADIO CORREA LAURINI MONSENHOR;ITU;CABREUVA;5,2
39755;MIRINHA TONELLO;ITU;SALTO;4,01
39779;MARIA CANDIDA DE BARROS ARAUJO PROFESSORA;SOROCABA;SOROCABA;5,24
39780;IZABEL RODRIGUES GALVAO PROFESSORA;SOROCABA;SOROCABA;6,06
39809;WILSON PRESTES MIRAMONTES PROFESSOR;VOTORANTIM;VOTORANTIM;3,87
39810;DORTI ZAMBELLO CALIL PROFA;AMERICANA;NOVA ODESSA;3,18
39822;HELOIZA THEREZINHA MURBACH LACAVA PROFA;AMERICANA;SANTA BARBARA D'OESTE;4,92
39834;SOLANGE MAURA ALBINO;SUMARE;SUMARE;4,33
39846;ANTONIO ZANAGA PREFEITO;AMERICANA;AMERICANA;3,29
39858;LIOMAR FREITAS CAMARA PROFESSORA;SUMARE;HORTOLANDIA;4,23
39861;YASUO SASAKI;SUMARE;HORTOLANDIA;4,21
39895;BENEDICTA DE SALLES PIMENTEL WUTKE PROFESSORA;CAMPINAS OESTE;CAMPINAS;4,73
39901;CARLOS ALBERTO GALHIEGO PROFESSOR;CAMPINAS OESTE;CAMPINAS;4,44
39913;JOSE NARCISO VIEIRA EHRENBERG PADRE;SUMARE;PAULINIA;4,11
39962;ADIB MIGUEL HADDAD;JUNDIAI;JUNDIAI;3,91
39974;ALBINO MELO DE OLIVEIRA PROFESSOR;JUNDIAI;JUNDIAI;2,93
40034;JOSEPHINA DE CAMARGO NEVES PROFESSORA;JABOTICABAL;GUARIBA;6,6
40162;MARIA EVANILDA GOMES PROFESSORA;PRESIDENTE PRUDENTE;PIRAPOZINHO;6,76
40186;AZARIAS RIBEIRO CEL;ASSIS;MARACAI;5,62
40216;BIECIO DE BRITTO;OURINHOS;SANTA CRUZ DO RIO PARDO;5,54
40265;SANTA RITA DE CASSIA;MIRACATU;MIRACATU;7,56
40289;JOSE ERMIRIO DE MORAES SENADOR;MIRACATU;JUQUIA;7,1
40319;ALFREDO GOMES PROF;NORTE 2;SAO PAULO;5,18
40320;CASSIO CIAMPOLINI DEPUTADO;LESTE 1;SAO PAULO;5,46
40332;ARLINDO PINTO DA SILVA PROF;LESTE 2;SAO PAULO;4,82
40356;OCTAVIO DE ALMEIDA BUENO PROFESSOR;ITARARE;ITAPORANGA;7,72
40368;CONSTANTINO SIMOES DE LIMA PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;6,05
40400;MARIA NEIVA ABDELMASSIH JUSTO PROFESSORAA;CAMPINAS OESTE;VALINHOS;3,39
40423;ANTONIO CARLOS COUTO DE BARROS DOUTOR;CAMPINAS LESTE;CAMPINAS;5,35
40435;JOAO SAMPAIO DOUTOR;PIRACICABA;PIRACICABA;5,11
40459;JOAO GUIDOTTI;PIRACICABA;PIRACICABA;2,23
40460;OSMAR BASTOS CONCEICAO PROFESSOR;NORTE 1;SAO PAULO;4,29
40472;ORLANDO SILVA;LESTE 3;SAO PAULO;5,13
40496;TADAO SAKAI VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;6,75
40502;JOSE BARBOSA DE ARAUJO VEREADOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;6,12
40514;SEBASTIAO PEREIRA VIDAL;SUZANO;SUZANO;3,75
40548;NESTOR DE CAMARGO PREFEITO;ITAPEVI;BARUERI;4,29
40551;LENIO VIEIRA DE MORAES PROFESSOR;ITAPEVI;BARUERI;5,18
40587;LUIZ PEREIRA SOBRINHO PROFESSOR;CARAPICUIBA;CARAPICUIBA;5,57
40599;JOSE BENICIO DOS SANTOS;CARAPICUIBA;CARAPICUIBA;5,64
40605;JORGE JULIAN;CARAPICUIBA;CARAPICUIBA;4,6
40617;DERVILLE ALLEGRETTI DEPUTADO;CARAPICUIBA;CARAPICUIBA;4,53
40629;MARIA MARQUES DE NORONHA PROFESSORA;CARAPICUIBA;CARAPICUIBA;6,1
40654;MARIA NELIDA SAMPAIO DE MELLO DONA;TABOAO DA SERRA;EMBU DAS ARTES;5,66
40666;ROSANA SUELI FUNARI PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;5,12
40678;RUBEM CARLOS LUDWIG GENERAL;TABOAO DA SERRA;EMBU DAS ARTES;5,65
40685;EDUARDO VAZ DOUTOR;TABOAO DA SERRA;EMBU DAS ARTES;4,82
40691;ISABEL LUCCI DE OLIVEIRA PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;5
40708;LEONICE DE AQUINO OLIVEIRA;ITAPECERICA DA SERRA;EMBU-GUACU;4,34
40721;SALVADOR DE LEONE;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;5,72
40733;MASSAKO HIGASHIOKA PROFESSORA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;3,59
40745;EDUARDO ROBERTO DAHER;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;5,62
40757;JOAQUIM FERNANDO PAES DE BARROS NETO;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;4,88
40769;DOMINGOS MIGNONI;TABOAO DA SERRA;TABOAO DA SERRA;1,82
40770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;OSASCO;OSASCO;4,56
40800;ARMANDO GABAN PROFESSOR;OSASCO;OSASCO;5,32
40824;IGNACIO MIGUEL ESTEFNO;SANTOS;GUARUJA;5,9
40836;YONNE CESAR GUAYCURU DE OLIVEIRA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;4,42
40848;MARIA DE ALBUQUERQUE DIAS BAPTISTA PROFA;APIAI;ITAPIRAPUA PAULISTA;7,83
40859;PROCOPIO FERREIRA;CAMPINAS OESTE;CAMPINAS;4,66
40861;LEONOR ZUHLKE FALSON PROFESSORA;CAMPINAS LESTE;CAMPINAS;4,78
40873;JAMIL GADIA DEPUTADO;CAMPINAS OESTE;CAMPINAS;5,02
40885;JOCENY VILLELA CURADO PROFESSORA;JUNDIAI;JUNDIAI;3,39
40939;CARLOS CHAGAS DR;BAURU;BAURU;5,73
40964;LEONOR RENDESI PROFESSORA;LESTE 1;SAO PAULO;5,03
40976;PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR;LESTE 1;SAO PAULO;3,63
40988;MARIA AUGUSTA CORREA PROFESSORA;LESTE 1;SAO PAULO;4,31
40997;CLOVIS DE OLIVEIRA PROFESSOR DOUTOR;SUL 1;SAO PAULO;3,87
41002;RONALDO GARIBALDI PERETTI PROFESSOR;SUL 2;SAO PAULO;5,28
41014;GUIOMAR NOVAES;SUL 1;SAO PAULO;4,58
41026;JOITI HIRATA;SUL 2;SAO PAULO;4,74
41038;ANTONIO MANOEL ALVES DE LIMA;SUL 2;SAO PAULO;4,02
41048;MANOEL TABACOW HIDAL PROFESSOR;SUL 1;SAO PAULO;3,69
41051;CAROLINA CINTRA DA SILVEIRA PROFESSORA;SUL 2;SAO PAULO;4,19
41063;LUIS MAGALHAES DE ARAUJO PROFESSOR;SUL 2;SAO PAULO;3,89
41075;ARTHUR WEINGRILL;CAIEIRAS;MAIRIPORA;4,63
41099;ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR;GUARULHOS NORTE;GUARULHOS;3,67
41105;SYLVIA MAFRA MACHADO PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;4,7
41117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;5,93
41129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;3,19
41130;NARCISO YAGUE GUIMARAES VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,56
41142;THIMOTEO VAN DEN BROECK FREI;MOGI DAS CRUZES;MOGI DAS CRUZES;5,46
41154;SILVIA GAMA BALABEN PROFESSORA;ITAQUAQUECETUBA;POA;5,14
41166;JUSTINO MARCONDES RANGEL PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;5,68
41178;OSWALDO LACERDA GOMES CARDIM PROFESSOR;DIADEMA;DIADEMA;4,36
41185;ANA MARIA POPPOVIC;DIADEMA;DIADEMA;4,32
41191;RODRIGO SOARES JUNIOR JORNALISTA;DIADEMA;DIADEMA;4,15
41221;ISAMO SERIKIYAKU PROFESSOR;MAUA;MAUA;5,56
41233;MARIO ALEXANDRE FARO NIERI;MAUA;RIBEIRAO PIRES;3,64
41245;DI CAVALCANTI;MAUA;RIBEIRAO PIRES;4,29
41257;FAUSTINA PINHEIRO SILVA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;4,91
41269;DOMINGOS PEIXOTO DA SILVA PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,01
41270;JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;2,83
41282;MARIA OSORIO TEIXEIRA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,13
41294;JEAN PIAGET;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,42
41300;NAIL FRANCO DE MELLO BONI PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,68
41324;NIDELSE MARTINS DE ALMEIDA PROFESSORA;CARAPICUIBA;CARAPICUIBA;5,61
41336;JOAO GARCIA DE HARO PROFESSOR;CARAPICUIBA;CARAPICUIBA;5,64
41348;BASILIO BOSNIAC;CARAPICUIBA;CARAPICUIBA;4,66
41373;JOAO BATISTA SOLDE;ITAPEVI;JANDIRA;5,12
41385;MOACIR THOMAZ DA SILVA;ITAPEVI;JANDIRA;4,72
41439;OSWALDINA SANTOS PROFA;APIAI;APIAI;9,13
41440;HERMINIA DA SILVEIRA MELLO DONA;APIAI;BARRA DO CHAPEU;8,77
41452;ANEZIA AMORIM MARTINS PROFA;APIAI;ITAOCA;9,61
41488;CANDIDO DE MOURA PROF;MOGI MIRIM;ITAPIRA;5,37
41497;CARLOS LIMA DIAS DOUTOR;SAO JOAO DA BOA VISTA;MOCOCA;6,55
41506;ABELARDO CESAR DOUTOR;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;6,34
41531;JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;4,78
41592;ALAY JOSE CORREA VEREADOR;REGISTRO;REGISTRO;7,71
41609;SANTO DIAS DA SILVA;SUL 3;SAO PAULO;4,95
41610;LAMIA DEL CISTIA;SANTOS;GUARUJA;6,04
41634;MARIA DULCE MENDES PROFESSORA;SAO VICENTE;SAO VICENTE;4,44
41646;WALDEMAR DE FREITAS ROSA PROFESSOR;SOROCABA;SOROCABA;4,62
41658;GUMERCINDO GONCALVES;SOROCABA;SOROCABA;3,45
41661;NELSON STROILI PROFESSOR;LIMEIRA;RIO CLARO;5,68
41671;AMADOR ARRUDA MENDES PROF;LESTE 4;SAO PAULO;4,84
41683;OTTO DE BARROS VIDAL PROFESSOR;NORTE 1;SAO PAULO;5,79
41695;GUILHERME GIORGI COMENDADOR;LESTE 5;SAO PAULO;4,35
41701;MARIA LOURDES ROSARIO NEGREIROS PROFA;LESTE 4;SAO PAULO;3,84
41713;JOSE DE OLIVEIRA ORLANDI;LESTE 4;SAO PAULO;4,69
41725;MARIA FERRAZ DE CAMPOS PROFA;LESTE 4;SAO PAULO;4,54
41737;FLAVIO JOSE OSORIO NEGRINI PROFESSOR;SUL 1;SAO PAULO;4,56
41749;ALBERTO BADRA DOUTOR;SUL 2;SAO PAULO;3,39
41750;DUGLAS TEIXEIRA MONTEIRO PROFESSOR;SUL 1;SAO PAULO;4,59
41762;MARIA JUVENAL HOMEM DE MELLO PROFA;SUL 3;SAO PAULO;4,58
41774;EMILIO WARWICK KERR PASTOR;SUL 3;SAO PAULO;4,71
41786;JOSEPHINA CINTRA DAMIAO PROFESSORA;SUL 2;SAO PAULO;5,98
41798;ERODICE PONTES DE QUEIROZ REV;SUL 3;SAO PAULO;5,29
41804;SAMUEL WAINER;SUL 3;SAO PAULO;4,32
41836;ISAURA VALENTINI HANSER PROFA;CAIEIRAS;CAIEIRAS;5,24
41853;AFONSO MORENO;CAIEIRAS;FRANCISCO MORATO;5,24
41889;CARLOS GIULIETTO;GUARULHOS NORTE;GUARULHOS;5,42
41890;GLAUBER ROCHA;GUARULHOS NORTE;GUARULHOS;3,77
41907;BENEDITO MANOEL DOS SANTOS;JACAREI;ARUJA;3,17
41919;SEBASTIAO WALTER FUSCO;GUARULHOS SUL;GUARULHOS;4,48
41920;LICINIO CARPINELLI PROFESSOR;GUARULHOS SUL;GUARULHOS;5,24
41932;ARY JORGE ZEITUNE PROFESSOR;GUARULHOS NORTE;GUARULHOS;4,45
41944;ENEDINA GOMES DE FREITAS PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;4,27
41956;ANTONIO RODRIGUES DE ALMEIDA;SUZANO;SUZANO;3,18
41968;OLINDA FURTADO DE ALBUQUERQUE CAVALCANTE PROFESSORA;MAUA;MAUA;6,27
41973;MARLENE CAMARGO RIBEIRO PROFESSORA;MAUA;MAUA;3,09
41981;FRANCISCO LOURENCO DE MELO PROFESSOR;MAUA;RIO GRANDE DA SERRA;5,58
41993;EDMUNDO LUIZ DE NOBREGA TEIXEIRA;MAUA;RIO GRANDE DA SERRA;5,08
42006;JUAREZ TAVORA MARECHAL;SANTO ANDRE;SANTO ANDRE;1,74
42031;SANTA DALMOLIN DEMARCHI;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;2,13
42043;PALMIRA GRASSIOTTO FERREIRA DA SILVA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,72
42055;BRAZILIA TONDI DE LIMA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;5,05
42067;MARIA CATHARINA COMINO;TABOAO DA SERRA;TABOAO DA SERRA;4,16
42092;MARIA GEMMA DE SOUZA OLIVEIRA PROFESSORA;CARAGUATATUBA;ILHABELA;4,26
42110;ARTHUR DE CAMPOS GONCALVES PROFESSOR;SANTOS;GUARUJA;3,91
42122;LUCAS NOGUEIRA GARCEZ PROFESSOR;SANTOS;GUARUJA;5,48
42134;IDALINO PINEZ PROFESSOR;SANTOS;GUARUJA;5,75
42146;WALDEMAR DA SILVA RIGOTTO PROFESSOR;SANTOS;GUARUJA;6,27
42161;CARMEN MIRANDA;SAO VICENTE;PERUIBE;3,89
42171;VILMA CATHARINA MOSCA LEONE PROFESSORA;SAO VICENTE;PRAIA GRANDE;4,75
42195;BALNEARIO DAS PALMEIRAS;SAO VICENTE;PRAIA GRANDE;3,19
42250;JOSE PINTO MARCONDES PESTANA PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;4,41
42274;WILSON PIRES CESAR PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;3,37
42286;ADHERBAL DE CASTRO PROF;JACAREI;JACAREI;4,96
42298;GERALDO MARTINS DOS SANTOS PROFESSOR;TAUBATE;PARAIBUNA;6,38
42304;DORIVAL MONTEIRO DE OLIVEIRA PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;4,21
42316;MALBA THEREZA FERRAZ CAMPANER PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;2,76
42328;NELSON DO NASCIMENTO MONTEIRO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;2,49
42336;DOMINGOS DE MACEDO CUSTODIO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;4,36
42341;ROQUE PASSARELLI PROFESSOR;TAUBATE;CACAPAVA;2,87
42389;PERY GUARANY BLACKMAN PROF;ITU;ITU;1,65
42419;ELZA SALVESTRO BONILHA PROFESSORA;SOROCABA;SOROCABA;5,75
42420;RENATO SENECA DE SA FLEURY PROFESSOR;SOROCABA;SOROCABA;3,33
42444;MARINA GROHMANN SOARES FERNANDES PROFESSORA;SOROCABA;SOROCABA;3,62
42468;CLOTILDE BELINE CAPITANI PROFESSORA;VOTORANTIM;VOTORANTIM;3,85
42473;CONSTANTINO AUGUSTO PINKE PROF;AMERICANA;AMERICANA;3,16
42481;MARCELINO TOMBI PROF;AMERICANA;AMERICANA;4,45
42500;LUIZ CAMPO DALL ORTO SOBRINHO;SUMARE;SUMARE;4,18
42523;LUIS HENRIQUE MARCHI PROFESSOR;SUMARE;SUMARE;4,99
42547;ZORAIDE PROENCA KAYSEL PROFESSORA;SUMARE;SUMARE;5,09
42559;VITO CARMINE CERBASI PROFESSOR;SUMARE;SUMARE;1,97
42560;MARIA CHEILA ALVES PROFESSORA;SUMARE;SUMARE;5,07
42572;ANTONIO DO VALLE SOBRINHO;SUMARE;SUMARE;4,83
42584;JOSE PIRES ALVIM;BRAGANCA PAULISTA;ATIBAIA;3,29
42602;AUGUSTA DO AMARAL PECANHA PROFESSORA;BRAGANCA PAULISTA;PIRACAIA;4,41
42614;NEWTON SILVA TELLES PROFESSOR;CAMPINAS LESTE;CAMPINAS;3,73
42626;SEBASTIAO RAMOS NOGUEIRA PROFESSOR;CAMPINAS LESTE;CAMPINAS;2,55
42638;NELI HELENA ASSIS DE ANDRADE PROFESSORA;CAMPINAS OESTE;CAMPINAS;1,85
42648;VITORIO JOSE ANTONIO ZAMARION PROFESSOR;CAMPINAS LESTE;CAMPINAS;1,45
42651;HILTON FEDERICI PROFESSOR;CAMPINAS LESTE;CAMPINAS;3,5
42705;MARIA JOSE MAIA DE TOLEDO PROFA;JUNDIAI;JUNDIAI;7,29
42730;CUSTODIO ANGELO DE LIMA DOUTOR;PIRASSUNUNGA;LEME;4,67
42742;JOSE NOGUEIRA DE BARROS PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;5,23
42754;FRANCISCO DIAS PASCHOAL PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;5,41
42778;ALZIRA DIAS DE TOLEDO PIZA PROFA;ARARAQUARA;AMERICO BRASILIENSE;5,52
42808;IOLANDA RIBEIRO NOVAIS PROFA;FRANCA;FRANCA;4,79
42870;RAFAEL LEME FRANCO PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4,45
42882;ROMUALDO MONTEIRO DE BARROS PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6,21
42894;CONDE DO PINHAL;SAO CARLOS;SAO CARLOS;2,25
42900;JULIO ASCANIO MALLET PROF;TAQUARITINGA;ITAPOLIS;4,96
42936;ARMINDA SBRISSIA IRMA;BAURU;BAURU;4,38
42959;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;JAU;BARRA BONITA;4,32
43023;ARMELINDO FERRARI;FERNANDOPOLIS;FERNANDOPOLIS;3,96
43047;LEONOR DA SILVA CARRAMONA PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;3,47
43059;MARIA GALANTE NORA PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;3,75
43060;ALBERTO JOSE ISMAEL PROFESSOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;5,19
43102;LYDIA HELENA FRANDSEN STUHR PROFESSORA;BIRIGUI;BIRIGUI;2,36
43114;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;PENAPOLIS;PENAPOLIS;4,14
43138;MARCIO DE SOUZA E MELLO MARECHAL DO AR;PRESIDENTE PRUDENTE;ALVARES MACHADO;6,2
43148;PLACIDIO BRAGA NOGUEIRA PROFESSOR;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;5,82
43151;CLOTILDE VEIGA DE BARROS PROFESSORA;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;4,82
43205;JARDIM SAO FRANCISCO;ASSIS;CANDIDO MOTA;7,29
43230;MARIA ANGELA BATISTA DIAS PROFA;ASSIS;PARAGUACU PAULISTA;4,88
43242;ANTONIO REGINATO PROF;MARILIA;MARILIA;3,99
43254;JOSE ALFREDO DE ALMEIDA;MARILIA;MARILIA;4,79
43266;APARECIDA LOPES RAMOS PROFA;MARILIA;ORIENTE;5,43
43278;BAIRRO CUBATAO;REGISTRO;CANANEIA;6,8
43291;JOSE PACHECO LOMBA;REGISTRO;REGISTRO;7,45
43308;JOSE AMERICO DE ALMEIDA DOUTOR;CENTRO OESTE;SAO PAULO;5,67
43312;BOM PASTOR;GUARULHOS NORTE;GUARULHOS;6,17
43321;JOAO DE MELO MACEDO;DIADEMA;DIADEMA;4,47
43333;NERCY AMELIA MARTELINI DAHER PROFESSORA;ITAPEVI;PIRAPORA DO BOM JESUS;4,28
43345;MILTON BORGES YPIRANGA;SANTOS;GUARUJA;5,58
43357;ROSELIA BRAGA XAVIER PROFESSORA;SAO VICENTE;ITANHAEM;5,68
43369;MINERADORA PAGLIATO;APIAI;GUAPIARA;8,49
43394;JOSE DA CONCEICAO HOLTZ PROF;ITAPETININGA;ITAPETININGA;6,51
43412;GERSON DE BARROS MARGARIDO PROFESSOR;ITAPEVA;ITAPEVA;8,42
43497;ANTONIO CORDEIRO PROFESSOR;SOROCABA;SOROCABA;4,77
43515;ROMEU DE CAMPOS VERGAL DEP;MOGI MIRIM;SERRA NEGRA;6,72
43539;OROZIMBO SOSTENA PROFESSOR;JUNDIAI;JUNDIAI;1,92
43540;LUISA ROLFSEN PETRILLI PROFA;ARARAQUARA;ARARAQUARA;4,97
43552;JOAO DOMINGOS MADEIRA PROFESSOR;JABOTICABAL;BEBEDOURO;4,96
43576;PEDRO AMAURI SILVA PROFESSOR;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;5,53
43588;GRAZIELA MALHEIRO FORTES PROFESSORA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;6,41
43597;AZARIAS LEITE;BAURU;BAURU;3,73
43631;PORTO PRIMAVERA;MIRANTE DO PARANAPANEMA;ROSANA;4,78
43655;ORACINA CORREA DE MORAES RODINE PROFA;MARILIA;MARILIA;4,41
43679;WANDA HELENA TOPPAN NOGUEIRA PROFA;MARILIA;MARILIA;1,51
43722;OSWALDO ARANHA B DE MELLO PROF;LESTE 4;SAO PAULO;3,39
43734;MATTATHIAS GOMES DOS SANTOS REV;LESTE 2;SAO PAULO;5,26
43746;FRANCISCO DE ASSIS PIRES CORREA PROFESSOR;LESTE 3;SAO PAULO;3,38
43761;JOAO CRUZ COSTA PROFESSOR;CENTRO OESTE;SAO PAULO;6,49
43771;JULIA DELLA CASA PAULA PROFESSORA;SUL 1;SAO PAULO;5,15
43795;JOSE AYUMAR GONCALVES DE MIRANDA PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;5,85
43825;ESTANCIA PARAISO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;6,91
43849;SADA UMEIZAWA PROFESSORA;MAUA;MAUA;6,49
43850;CARLOS DIAS DE SANT ANNA PROFESSOR;CARAPICUIBA;COTIA;4,01
43862;REPUBLICA DA COSTA RICA;CARAPICUIBA;COTIA;5,67
43886;JOSE THEOTONIO DOS SANTOS PROFESSOR;ITAPEVI;ITAPEVI;5,02
43916;AMACIO MAZZAROPI;TAUBATE;TAUBATE;2,82
43928;JORGE DUPRAT FIGUEIREDO;LESTE 4;SAO PAULO;4,74
43936;MARIO LOPES LEAO DR;SUL 3;SAO PAULO;4,77
43941;JACOB THOMAZ ITAPURA DE MIRANDA PROF;SUL 3;SAO PAULO;4,96
43953;HERCULANO DE FREITAS PROFESSOR;SUL 2;SAO PAULO;5,39
43965;ELISIARIO MARTINS DE MELLO PROF;ITAPETININGA;ITAPETININGA;6,66
43977;JOSE CARLOS PRESTES PROFESSOR;MOGI DAS CRUZES;BIRITIBA-MIRIM;5,45
43989;NANCI CRISTINA DO ESPIRITO SANTO PROFESSORA;ITAQUAQUECETUBA;POA;4,68
